"replicate","exp_day","treatment","trait","sub_rep"
7,5,"control",8.97298212423019,"C"
7,5,"control",9.61861048119111,"B"
7,5,"control",9.31955439261624,"C"
7,5,"control",9.63560667989663,"C"
7,5,"control",9.66567126916938,"A"
7,5,"half",7.9974775534878,"B"
7,5,"half",8.24078941445326,"C"
7,5,"half",7.72396287848045,"A"
7,5,"half",8.0869578706968,"C"
7,5,"half",7.46482606192915,"B"
7,5,"half",7.85923247943338,"B"
7,5,"half",8.30337718430316,"C"
7,5,"half",8.21462511217009,"B"
7,5,"half",7.61925071982108,"B"
7,5,"half",8.60510494833185,"C"
7,5,"starvation",5.80491547228896,"B"
7,5,"starvation",5.17051796143685,"C"
7,5,"starvation",4.95639552950167,"A"
7,5,"starvation",5.8364398672607,"A"
7,5,"starvation",4.63371803882338,"B"
7,5,"starvation",4.69610995470181,"B"
7,5,"starvation",4.89537255087868,"B"
7,5,"starvation",5.66653733945837,"B"
7,5,"starvation",5.23530853232793,"C"
7,5,"starvation",4.978889628938,"C"
7,6,"control",7.8453954631731,"B"
7,6,"control",8.38794933312037,"A"
7,6,"control",7.96241562515611,"B"
7,6,"control",7.76594300442695,"B"
7,6,"control",8.78546005998794,"A"
7,6,"control",7.48576842058879,"C"
7,6,"control",7.97580314709786,"B"
7,6,"control",8.29995006172985,"B"
7,6,"control",8.31217727400164,"C"
7,6,"control",8.45386397210548,"C"
7,6,"half",7.42772989254621,"C"
7,6,"half",7.78352965501758,"A"
7,6,"half",7.75457476069903,"C"
7,6,"half",7.87816042871173,"A"
7,6,"half",7.76340005087616,"B"
7,6,"half",7.70782522650217,"A"
7,6,"half",7.62348389295435,"B"
7,6,"half",7.45955689491665,"B"
7,6,"half",7.28926157004129,"A"
7,6,"half",7.20271532205932,"A"
7,6,"starvation",5.13564764217284,"A"
7,6,"starvation",5.36586802340062,"C"
7,6,"starvation",5.89522780612488,"B"
7,6,"starvation",5.86409490212823,"A"
7,6,"starvation",4.93281298150948,"A"
7,6,"starvation",6.14619978386676,"B"
7,6,"starvation",5.18384608546626,"B"
7,6,"starvation",6.38876431637813,"A"
7,6,"starvation",5.40927641739961,"C"
7,6,"starvation",5.22274401506489,"B"
7,7,"control",10.4965421778013,"A"
7,7,"control",11.3026744459223,"C"
7,7,"control",10.5601922753208,"C"
7,7,"control",10.2077055578951,"A"
7,7,"control",10.7499903999864,"A"
7,7,"control",10.7639675410276,"B"
7,7,"control",10.5777517170635,"A"
7,7,"control",10.5870382793813,"B"
7,7,"control",10.7452263344107,"C"
7,7,"control",9.85308292195607,"C"
7,7,"half",8.77570299299998,"A"
7,7,"half",7.86322206040754,"C"
7,7,"half",9.24989076606861,"B"
7,7,"half",8.31466584577164,"A"
7,7,"half",8.57319918946698,"A"
7,7,"half",8.16570456848886,"B"
7,7,"half",8.97084178663671,"C"
7,7,"half",8.2061111641718,"A"
7,7,"half",8.70583480693297,"B"
7,7,"half",8.25541944821228,"B"
7,7,"starvation",2.83353085406399,"B"
7,7,"starvation",3.76629598474428,"A"
7,7,"starvation",4.38598234378689,"C"
7,7,"starvation",3.77018633864636,"B"
7,7,"starvation",2.8105578164845,"B"
7,7,"starvation",3.99644270331551,"A"
7,7,"starvation",3.63540343950575,"A"
7,7,"starvation",3.3849922999487,"B"
7,7,"starvation",3.84451940482807,"C"
7,7,"starvation",3.79056052808291,"B"
7,8,"control",8.98854857047832,"B"
7,8,"control",9.30314870270715,"A"
7,8,"control",8.7701547173402,"B"
7,8,"control",9.65828313281729,"B"
7,8,"control",9.48475558678114,"C"
7,8,"control",9.40538460393896,"B"
7,8,"control",9.16439444537684,"B"
7,8,"control",9.22075673538182,"C"
7,8,"control",9.21134572373155,"A"
7,8,"control",9.83625220921888,"B"
7,8,"half",9.31981287277032,"B"
7,8,"half",8.93698663065088,"C"
7,8,"half",8.74041372840984,"B"
7,8,"half",9.61498873146503,"B"
7,8,"half",8.98454828173988,"C"
7,8,"half",8.93076728265209,"B"
7,8,"half",8.36322379188735,"B"
7,8,"half",8.13595684455344,"B"
7,8,"half",8.51748208021674,"A"
7,8,"half",8.56797016275154,"A"
7,8,"starvation",3.81310281419964,"C"
7,8,"starvation",3.96726388872084,"A"
7,8,"starvation",4.24373925568145,"C"
7,8,"starvation",3.30081990481973,"A"
7,8,"starvation",4.19774261799756,"B"
7,8,"starvation",3.97657608915426,"C"
7,8,"starvation",4.63311100799823,"B"
7,8,"starvation",3.42703350463918,"B"
7,8,"starvation",4.46143216156297,"A"
7,8,"starvation",4.31307342110826,"B"
7,9,"control",7.66099048806042,"A"
7,9,"control",7.48052002394247,"B"
7,9,"control",7.01506688119964,"A"
7,9,"control",7.64802293330057,"A"
7,9,"control",7.41110609190527,"B"
7,9,"control",6.72626131664137,"C"
7,9,"control",7.88191549581785,"A"
7,9,"control",6.79938320563047,"C"
7,9,"control",7.86706473716282,"A"
7,9,"control",6.8463904585788,"C"
7,9,"half",6.62551674356845,"B"
7,9,"half",7.48864883141541,"C"
7,9,"half",6.41455576479682,"A"
7,9,"half",6.05968652922094,"A"
7,9,"half",6.77373440535441,"A"
7,9,"half",6.74282168976712,"A"
7,9,"half",6.9408500948381,"B"
7,9,"half",6.58730956490758,"A"
7,9,"half",6.80392547250879,"A"
7,9,"half",6.74521141296378,"B"
7,9,"starvation",2.87646409797265,"C"
7,9,"starvation",1.74095269922375,"B"
7,9,"starvation",1.77549289030362,"A"
7,9,"starvation",1.86056822063139,"B"
7,9,"starvation",2.04366418794415,"A"
7,9,"starvation",2.48447488161216,"C"
7,9,"starvation",2.4141520289875,"B"
7,9,"starvation",2.16699135839973,"B"
7,9,"starvation",1.64528217986909,"C"
7,9,"starvation",1.93717704404245,"B"
7,10,"control",9.36976407322892,"B"
7,10,"control",8.96251328875285,"B"
7,10,"control",8.26236215961969,"B"
7,10,"control",8.12207456337095,"A"
7,10,"control",9.59327458881174,"B"
7,10,"control",8.54602260938372,"B"
7,10,"control",9.27605617149939,"B"
7,10,"control",9.39145522942502,"B"
7,10,"control",8.82716134465533,"A"
7,10,"control",8.69529367661162,"B"
7,10,"half",6.44890266662813,"A"
7,10,"half",7.48959447037378,"B"
7,10,"half",7.23842870050682,"B"
7,10,"half",7.26869822463314,"C"
7,10,"half",6.99188786026557,"C"
7,10,"half",6.20837349112514,"C"
7,10,"half",6.56600191445423,"B"
7,10,"half",6.35915743351002,"A"
7,10,"half",6.67829267241826,"A"
7,10,"half",7.12952691029145,"A"
7,10,"starvation",0.650826561162672,"B"
7,10,"starvation",1.07762226136326,"C"
7,10,"starvation",0.763594377463022,"B"
7,10,"starvation",1.10693090005145,"B"
7,10,"starvation",0.660928407498716,"C"
7,10,"starvation",0.47393833139068,"C"
7,10,"starvation",0.606998522581248,"A"
7,10,"starvation",0.854487450550469,"C"
7,10,"starvation",0.770198686874993,"B"
7,10,"starvation",1.60788695584887,"C"
8,0,"control",9.92995288776571,"A"
8,0,"control",10.1827034878442,"C"
8,0,"control",10.6312046286861,"B"
8,0,"control",9.60697561649682,"B"
8,0,"control",9.50393779316466,"A"
8,0,"control",10.3804261266006,"A"
8,0,"control",10.1308823293176,"C"
8,0,"control",10.761428766053,"C"
8,0,"control",10.3540833300311,"C"
8,0,"control",10.3825281405481,"C"
8,0,"half",9.79074664724275,"A"
8,0,"half",9.74017091761357,"C"
8,0,"half",9.57769228685835,"A"
8,0,"half",10.401967199832,"B"
8,0,"half",10.6544300855128,"B"
8,0,"half",9.69225234990462,"C"
8,0,"half",9.66563076800227,"A"
8,0,"half",9.62249964860472,"A"
8,0,"half",10.8414319241035,"C"
8,0,"half",10.135455538216,"A"
8,0,"starvation",9.50336658686242,"A"
8,0,"starvation",11.0568771693258,"B"
8,0,"starvation",9.6144489571162,"C"
8,0,"starvation",10.4623452824549,"B"
8,0,"starvation",9.63879332426569,"A"
8,0,"starvation",10.0307353337817,"C"
8,0,"starvation",10.3467007240459,"B"
8,0,"starvation",9.64166592362711,"A"
8,0,"starvation",9.5207141967383,"A"
8,0,"starvation",9.64256513828168,"C"
8,1,"control",10.0475555841002,"C"
8,1,"control",9.80987844628294,"A"
8,1,"control",11.1707661575348,"B"
8,1,"control",11.1163725507276,"C"
8,1,"control",10.2350590467346,"B"
8,1,"control",10.0991389517983,"A"
8,1,"control",10.2697821088222,"C"
8,1,"control",9.93811756386037,"C"
8,1,"control",10.7946135246546,"C"
8,1,"control",9.80380312179845,"A"
8,1,"half",9.50208940532609,"C"
8,1,"half",10.2501552375433,"C"
8,1,"half",9.63962929903418,"A"
8,1,"half",9.91599122692697,"C"
8,1,"half",9.38059598745233,"C"
8,1,"half",9.44920733102837,"A"
8,1,"half",9.67492869859433,"A"
8,1,"half",9.304547215555,"A"
8,1,"half",9.97769515319187,"C"
8,1,"half",9.38784417521681,"B"
8,1,"starvation",8.30437356118091,"A"
8,1,"starvation",8.69027682780344,"C"
8,1,"starvation",9.17130727092502,"B"
8,1,"starvation",8.99031640251259,"B"
8,1,"starvation",9.7400244583995,"B"
8,1,"starvation",9.93565032676178,"A"
8,1,"starvation",9.35242469885774,"A"
8,1,"starvation",9.65205653903932,"B"
8,1,"starvation",10.2045067029099,"B"
8,1,"starvation",9.32193220976091,"A"
8,2,"control",10.8026799686336,"B"
8,2,"control",10.1791526191441,"A"
8,2,"control",10.5786829844536,"B"
8,2,"control",10.3819378675978,"C"
8,2,"control",10.9601145391707,"B"
8,2,"control",9.63132347666783,"A"
8,2,"control",10.810216632556,"C"
8,2,"control",9.75595912545457,"B"
8,2,"control",10.9666851622667,"B"
8,2,"control",10.9024993319335,"C"
8,2,"half",10.9130182484445,"A"
8,2,"half",9.48450689579607,"A"
8,2,"half",10.0671917473233,"B"
8,2,"half",10.9330500113044,"B"
8,2,"half",9.78590501293864,"A"
8,2,"half",10.3778808118171,"C"
8,2,"half",9.75032558087674,"A"
8,2,"half",10.1008241934004,"C"
8,2,"half",9.64633965857978,"B"
8,2,"half",9.53664927052178,"C"
8,2,"starvation",8.07190762674954,"C"
8,2,"starvation",7.79458885923742,"C"
8,2,"starvation",8.13962617581248,"A"
8,2,"starvation",8.37954509992334,"A"
8,2,"starvation",8.46465699020921,"B"
8,2,"starvation",8.86616657330049,"B"
8,2,"starvation",8.50398668153522,"A"
8,2,"starvation",8.46979318785525,"C"
8,2,"starvation",8.37635713871919,"C"
8,2,"starvation",7.9549670401581,"A"
8,3,"control",10.638189250507,"C"
8,3,"control",9.50245325695508,"A"
8,3,"control",10.1018562938898,"B"
8,3,"control",10.280541681064,"A"
8,3,"control",10.5445328382339,"B"
8,3,"control",10.2721534396066,"A"
8,3,"control",10.4942548271414,"C"
8,3,"control",10.2088353329981,"C"
8,3,"control",9.86772927215631,"C"
8,3,"control",11.0330366132569,"C"
8,3,"half",8.27063639121839,"A"
8,3,"half",9.13813430906266,"C"
8,3,"half",9.63321395356809,"B"
8,3,"half",9.44358825941671,"C"
8,3,"half",8.83047589228059,"C"
8,3,"half",8.92378872505475,"C"
8,3,"half",10.1217422619624,"B"
8,3,"half",9.31102171014161,"C"
8,3,"half",10.0136996509795,"B"
8,3,"half",8.11054118914315,"A"
8,3,"starvation",8.13235882160258,"C"
8,3,"starvation",7.30358753856184,"A"
8,3,"starvation",7.18341226590469,"C"
8,3,"starvation",7.60438997747032,"C"
8,3,"starvation",8.25852875715116,"B"
8,3,"starvation",7.82348729013952,"A"
8,3,"starvation",8.31474380880556,"B"
8,3,"starvation",7.66458253254506,"B"
8,3,"starvation",7.46820249526688,"A"
8,3,"starvation",8.84847870350459,"B"
8,4,"control",8.87975744175342,"B"
8,4,"control",9.51563576914468,"B"
8,4,"control",9.42671229598404,"C"
8,4,"control",9.60692718378095,"C"
8,4,"control",10.001926833814,"B"
8,4,"control",10.0516912880696,"B"
8,4,"control",8.57319649427715,"A"
8,4,"control",10.2137002104285,"C"
8,4,"control",10.5400058354957,"C"
8,4,"control",9.65341742153761,"A"
8,4,"half",8.84508835989176,"A"
8,4,"half",9.4760295054949,"B"
8,4,"half",9.23631367537417,"C"
8,4,"half",8.51074257099107,"C"
8,4,"half",8.69811387627648,"C"
8,4,"half",8.5865232867479,"A"
8,4,"half",8.15989864394763,"A"
8,4,"half",8.64217827153756,"B"
8,4,"half",8.78968648578468,"B"
8,4,"half",9.01551859300201,"B"
8,4,"starvation",6.77289476402137,"C"
8,4,"starvation",6.74578331019332,"A"
8,4,"starvation",6.88110254512641,"A"
8,4,"starvation",5.84003973190334,"A"
8,4,"starvation",6.41522473593433,"C"
8,4,"starvation",6.52067644362135,"C"
8,4,"starvation",5.5941925397382,"A"
8,4,"starvation",6.74314611969478,"C"
8,4,"starvation",7.38552386884933,"B"
8,4,"starvation",6.70954217456483,"B"
8,5,"control",10.054151387331,"C"
8,5,"control",9.82345662423448,"A"
8,5,"control",9.35527808095704,"B"
8,5,"control",9.44911459824073,"C"
8,5,"control",10.2262879291276,"C"
8,5,"control",10.2979322681133,"C"
8,5,"control",9.70349164904575,"C"
8,5,"control",10.2054752179085,"B"
8,5,"control",10.3282530141619,"C"
8,5,"control",9.38241175679328,"A"
8,5,"half",9.11911749112644,"B"
8,5,"half",8.6841168038668,"A"
8,5,"half",9.39446963484854,"C"
8,5,"half",8.980822913335,"C"
8,5,"half",9.16351238325088,"C"
8,5,"half",8.85040779931617,"C"
8,5,"half",8.5124204528888,"A"
8,5,"half",9.03672336688083,"C"
8,5,"half",8.39929587213926,"B"
8,5,"half",9.98397526672802,"B"
8,5,"starvation",6.43727203686509,"A"
8,5,"starvation",6.43918055941747,"C"
8,5,"starvation",6.89090104811367,"B"
8,5,"starvation",6.95805623784842,"B"
8,5,"starvation",6.13291482036421,"A"
8,5,"starvation",6.61043349356065,"C"
8,5,"starvation",6.42221527700162,"B"
8,5,"starvation",6.581033513569,"A"
8,5,"starvation",7.13062276241277,"B"
8,5,"starvation",6.09213637684472,"A"
8,6,"control",10.0560494891019,"B"
8,6,"control",8.77971044982424,"B"
8,6,"control",9.60153495373966,"B"
8,6,"control",9.91713008297902,"B"
8,6,"control",9.162917465657,"A"
8,6,"control",9.49825976893472,"B"
8,6,"control",9.19468980732781,"B"
8,6,"control",9.55237486008004,"C"
8,6,"control",10.1071949789759,"B"
8,6,"control",9.10569447504687,"C"
8,6,"half",8.62351203167288,"A"
8,6,"half",8.94599466954952,"C"
8,6,"half",8.78174675952624,"C"
8,6,"half",9.59969253485638,"B"
8,6,"half",8.98665454754866,"B"
8,6,"half",9.068226273371,"A"
8,6,"half",9.27506080636603,"B"
8,6,"half",8.90312973497868,"C"
8,6,"half",9.06896696731477,"C"
8,6,"half",8.39160180653632,"A"
8,6,"starvation",5.18518663796773,"A"
8,6,"starvation",5.72863340096571,"A"
8,6,"starvation",5.23077904916721,"A"
8,6,"starvation",5.22526810985397,"A"
8,6,"starvation",6.10028430102093,"B"
8,6,"starvation",5.69624193430332,"C"
8,6,"starvation",6.34620551678439,"B"
8,6,"starvation",6.31673924268424,"B"
8,6,"starvation",5.91922294801245,"C"
8,6,"starvation",5.65898843280098,"B"
8,7,"control",9.79061876919947,"A"
8,7,"control",10.6349348119344,"B"
8,7,"control",10.2717791273636,"C"
8,7,"control",9.52304289559348,"B"
8,7,"control",9.16384015556393,"A"
8,7,"control",10.9576243977294,"A"
8,7,"control",9.94697784230581,"B"
8,7,"control",10.0250726148814,"C"
8,7,"control",9.72577238298537,"C"
8,7,"control",10.4013143315373,"B"
8,7,"half",8.38944814202593,"A"
8,7,"half",9.547687530185,"C"
8,7,"half",8.9182131992883,"A"
8,7,"half",8.92178667291191,"A"
8,7,"half",8.43727062323167,"A"
8,7,"half",9.03998241036533,"C"
8,7,"half",8.81708808785221,"C"
8,7,"half",8.92859119692601,"C"
8,7,"half",8.68986495686602,"B"
8,7,"half",9.54142553244434,"C"
8,7,"starvation",4.68888729948008,"B"
8,7,"starvation",4.50755144696842,"B"
8,7,"starvation",5.07850147997773,"B"
8,7,"starvation",4.18032766957381,"B"
8,7,"starvation",4.68306437387282,"C"
8,7,"starvation",4.58250371177922,"B"
8,7,"starvation",3.90463287988169,"C"
8,7,"starvation",3.9868264306506,"A"
8,7,"starvation",3.37119713733418,"A"
8,7,"starvation",4.89470265406409,"C"
8,8,"control",11.0108244977903,"B"
8,8,"control",11.2044216494812,"C"
8,8,"control",10.7360182428307,"C"
8,8,"control",11.2405320054133,"C"
8,8,"control",12.0449093555871,"B"
8,8,"control",10.9920822433639,"C"
8,8,"control",10.5591353441963,"A"
8,8,"control",10.486443554855,"A"
8,8,"control",10.6731781642533,"B"
8,8,"control",11.3959801265478,"B"
8,8,"half",8.60009201152572,"B"
8,8,"half",8.40453499297213,"A"
8,8,"half",7.52265206404811,"A"
8,8,"half",7.87373555374363,"B"
8,8,"half",8.75335472321593,"B"
8,8,"half",8.17880923799091,"B"
8,8,"half",8.06969785546021,"B"
8,8,"half",8.3799417386685,"B"
8,8,"half",7.74862539283276,"C"
8,8,"half",7.1403617776602,"A"
8,8,"starvation",3.89518271493706,"A"
8,8,"starvation",4.32997541087039,"B"
8,8,"starvation",4.46252374882316,"A"
8,8,"starvation",4.49467840691882,"A"
8,8,"starvation",4.51713818409645,"B"
8,8,"starvation",3.72757534600738,"C"
8,8,"starvation",3.95029433979051,"A"
8,8,"starvation",4.61149069283648,"A"
8,8,"starvation",3.97891151485974,"A"
8,8,"starvation",4.12346124887061,"A"
8,9,"control",12.3618551331487,"C"
8,9,"control",11.4483383234481,"A"
8,9,"control",11.6551280332046,"B"
8,9,"control",11.3028994634365,"A"
8,9,"control",11.5133429919208,"B"
8,9,"control",11.2852475210073,"B"
8,9,"control",11.4286419199218,"A"
8,9,"control",11.5714343618272,"C"
8,9,"control",12.1041334481143,"B"
8,9,"control",12.2688131633774,"B"
8,9,"half",7.11814023625829,"C"
8,9,"half",7.94113153158785,"B"
8,9,"half",7.62856207957858,"A"
8,9,"half",7.91697835083583,"C"
8,9,"half",8.53111797102479,"B"
8,9,"half",7.46542481353057,"C"
8,9,"half",8.24200363157742,"C"
8,9,"half",7.9635829924402,"C"
8,9,"half",8.47673488234873,"B"
8,9,"half",8.19789360906337,"A"
8,9,"starvation",4.54897883188752,"C"
8,9,"starvation",4.75815085720195,"A"
8,9,"starvation",3.93856171723019,"B"
8,9,"starvation",4.25300854778092,"A"
8,9,"starvation",4.25363926452368,"B"
8,9,"starvation",3.90855810133643,"A"
8,9,"starvation",3.95790357033451,"A"
8,9,"starvation",4.11577899080333,"B"
8,9,"starvation",4.81096279724962,"B"
8,9,"starvation",4.17424358050568,"A"
8,10,"control",9.04841848122847,"C"
8,10,"control",9.2839934720505,"B"
8,10,"control",9.31913279154071,"B"
8,10,"control",8.55906688799482,"C"
8,10,"control",8.80345372838859,"A"
8,10,"control",8.81327203174,"A"
8,10,"control",8.82388310802619,"A"
8,10,"control",8.73712576270261,"C"
8,10,"control",8.34089022396408,"A"
8,10,"control",9.40480627985808,"B"
8,10,"half",8.33581238965249,"B"
8,10,"half",7.74871504598179,"A"
8,10,"half",8.53685894965583,"A"
8,10,"half",8.18172576515418,"C"
8,10,"half",8.21887225002073,"C"
8,10,"half",9.3231700500415,"B"
8,10,"half",8.78792648245262,"B"
8,10,"half",7.73308196282907,"A"
8,10,"half",8.07121887673339,"B"
8,10,"half",8.77548295247993,"B"
8,10,"starvation",3.3890379674342,"C"
8,10,"starvation",3.16957594022604,"C"
8,10,"starvation",3.26406979331106,"C"
8,10,"starvation",3.1373296609287,"C"
8,10,"starvation",3.56961615389136,"C"
8,10,"starvation",3.12544278252345,"C"
8,10,"starvation",2.22795864381886,"C"
8,10,"starvation",2.94661868467083,"C"
8,10,"starvation",3.73593795066056,"C"
8,10,"starvation",2.98446674808548,"A"
9,0,"control",9.29700428770734,"B"
9,0,"control",9.45840841338777,"A"
9,0,"control",9.07966797795306,"A"
9,0,"control",10.0367652976843,"C"
9,0,"control",10.5883345747035,"B"
9,0,"control",9.61892522178969,"A"
9,0,"control",8.66680429420475,"B"
9,0,"control",9.91765087815345,"A"
9,0,"control",9.99491820671631,"B"
9,0,"control",9.1429825135617,"C"
9,0,"half",9.10495896338704,"A"
9,0,"half",10.1628894885417,"B"
9,0,"half",9.52802856454903,"A"
9,0,"half",10.4787898338722,"A"
9,0,"half",10.184752007264,"A"
9,0,"half",9.79163659711772,"B"
9,0,"half",9.85792384304851,"A"
9,0,"half",9.96340684507908,"A"
9,0,"half",9.76938777883985,"A"
9,0,"half",9.48123341405308,"C"
9,0,"starvation",9.79396827698379,"B"
9,0,"starvation",10.0276575588634,"C"
9,0,"starvation",9.795982688428,"A"
9,0,"starvation",9.9529328486409,"A"
9,0,"starvation",9.63900545024464,"B"
9,0,"starvation",9.74607593397134,"A"
9,0,"starvation",9.81275862640372,"C"
9,0,"starvation",9.53575111041802,"B"
9,0,"starvation",9.58477815983496,"B"
9,0,"starvation",9.85022606626935,"A"
9,1,"control",10.2595631575518,"B"
9,1,"control",10.0535561354376,"A"
9,1,"control",10.4456326395844,"C"
9,1,"control",9.82950732170282,"B"
9,1,"control",10.4261061762746,"A"
9,1,"control",9.28742941269693,"A"
9,1,"control",8.86420929061274,"B"
9,1,"control",9.14166327338136,"C"
9,1,"control",9.22934603201964,"A"
9,1,"control",8.79986667994899,"C"
9,1,"half",8.81442771967219,"C"
9,1,"half",9.02627982393414,"C"
9,1,"half",9.04918464315568,"C"
9,1,"half",9.34701789583838,"B"
9,1,"half",9.98271465094956,"C"
9,1,"half",9.07017061344752,"B"
9,1,"half",9.3450778853563,"B"
9,1,"half",8.99651812335209,"A"
9,1,"half",9.23416150563228,"C"
9,1,"half",9.39836803214643,"B"
9,1,"starvation",9.31040314708515,"C"
9,1,"starvation",8.59604957612808,"C"
9,1,"starvation",8.75046284167001,"C"
9,1,"starvation",9.53558097369062,"C"
9,1,"starvation",8.16421110571807,"C"
9,1,"starvation",9.42593552448343,"B"
9,1,"starvation",8.54180879413429,"A"
9,1,"starvation",9.01487116124439,"B"
9,1,"starvation",8.57358537957145,"C"
9,1,"starvation",9.88565015090886,"C"
9,2,"control",9.18694133376161,"A"
9,2,"control",9.3272176551819,"A"
9,2,"control",9.79370842014368,"C"
9,2,"control",10.4185575000401,"A"
9,2,"control",9.51325341627735,"C"
9,2,"control",9.83057188672752,"A"
9,2,"control",10.0124957090846,"A"
9,2,"control",9.20507686885274,"A"
9,2,"control",10.088261699445,"B"
9,2,"control",9.61373366359746,"A"
9,2,"half",9.09150427382392,"B"
9,2,"half",8.96437680554186,"B"
9,2,"half",8.9562560527252,"A"
9,2,"half",9.3180546756336,"B"
9,2,"half",9.48752103712942,"C"
9,2,"half",8.96748335235931,"C"
9,2,"half",9.02116100882992,"A"
9,2,"half",8.57554987657322,"A"
9,2,"half",8.75779589022526,"B"
9,2,"half",8.62629078624997,"A"
9,2,"starvation",7.92705201830325,"B"
9,2,"starvation",7.88323794816825,"C"
9,2,"starvation",7.85588634660114,"C"
9,2,"starvation",6.74350852287719,"C"
9,2,"starvation",8.26786952829885,"C"
9,2,"starvation",7.38988164845453,"A"
9,2,"starvation",7.75611775377063,"B"
9,2,"starvation",7.97101350767231,"A"
9,2,"starvation",8.0070295304683,"B"
9,2,"starvation",7.47824672361739,"C"
9,3,"control",11.1553441605766,"B"
9,3,"control",9.81240015256171,"A"
9,3,"control",9.9919031583036,"C"
9,3,"control",10.0463608515637,"A"
9,3,"control",9.51582333411292,"B"
9,3,"control",10.698296722254,"C"
9,3,"control",10.2672956969139,"C"
9,3,"control",10.3248447430053,"B"
9,3,"control",9.25893456054393,"A"
9,3,"control",9.78763019743758,"C"
9,3,"half",8.73881569350512,"B"
9,3,"half",9.20946623130592,"B"
9,3,"half",8.30754245304698,"B"
9,3,"half",8.85956138837754,"B"
9,3,"half",9.44303153823683,"C"
9,3,"half",8.79849215786529,"B"
9,3,"half",8.92631856413552,"C"
9,3,"half",9.32872463743315,"B"
9,3,"half",8.53933558860184,"B"
9,3,"half",8.73853944948972,"B"
9,3,"starvation",7.45751401262039,"B"
9,3,"starvation",7.5755535740008,"C"
9,3,"starvation",6.44405603065006,"B"
9,3,"starvation",7.62453435228764,"B"
9,3,"starvation",7.6318422404224,"B"
9,3,"starvation",7.16269114454103,"A"
9,3,"starvation",6.72099210486519,"A"
9,3,"starvation",6.8781489305733,"A"
9,3,"starvation",7.32648262888559,"C"
9,3,"starvation",7.58393961659665,"B"
9,4,"control",9.66883365435911,"C"
9,4,"control",9.51729373254983,"C"
9,4,"control",9.28503203359223,"A"
9,4,"control",8.31741212736335,"B"
9,4,"control",10.2077189639936,"C"
9,4,"control",9.21757573017724,"C"
9,4,"control",8.07983630483137,"A"
9,4,"control",8.69123967943461,"B"
9,4,"control",10.4134036848027,"C"
9,4,"control",9.68539888001326,"B"
9,4,"half",8.6201828010657,"A"
9,4,"half",8.83740284768631,"B"
9,4,"half",8.05184474360232,"A"
9,4,"half",8.96077759926045,"B"
9,4,"half",8.42095116427229,"A"
9,4,"half",8.44580563147452,"A"
9,4,"half",8.55183760166674,"A"
9,4,"half",8.81188392049589,"C"
9,4,"half",8.56736230063879,"B"
9,4,"half",9.03204762830418,"B"
9,4,"starvation",5.90517837436053,"B"
9,4,"starvation",6.1236767766529,"C"
9,4,"starvation",6.17222298544394,"C"
9,4,"starvation",6.09974774668783,"C"
9,4,"starvation",5.77995733078475,"A"
9,4,"starvation",5.73444262573937,"A"
9,4,"starvation",5.95170172303773,"A"
9,4,"starvation",6.66765155048185,"A"
9,4,"starvation",6.44326180180021,"B"
9,4,"starvation",6.27705309449919,"C"
9,5,"control",10.3491830778042,"C"
9,5,"control",10.2777132047354,"B"
9,5,"control",10.5254810283552,"B"
9,5,"control",10.2071491904762,"C"
9,5,"control",10.1154003509503,"C"
9,5,"control",10.1008747650593,"A"
9,5,"control",10.4945858362771,"C"
9,5,"control",9.9638369374309,"A"
9,5,"control",10.0156452759884,"C"
9,5,"control",9.58658555665428,"C"
9,5,"half",8.18024614742923,"A"
9,5,"half",8.64052562796795,"B"
9,5,"half",9.02770675836812,"C"
9,5,"half",9.45535989492072,"B"
9,5,"half",8.16543161581284,"C"
9,5,"half",8.55442411411512,"B"
9,5,"half",8.13049477327186,"A"
9,5,"half",7.8751708559631,"A"
9,5,"half",9.24566282257281,"B"
9,5,"half",8.15347666739541,"C"
9,5,"starvation",6.01836176629977,"C"
9,5,"starvation",6.06184024051508,"B"
9,5,"starvation",4.78875176000058,"B"
9,5,"starvation",5.33778756923433,"C"
9,5,"starvation",5.94179533249052,"A"
9,5,"starvation",6.23612357475408,"B"
9,5,"starvation",6.62671940895209,"B"
9,5,"starvation",5.70745802082748,"C"
9,5,"starvation",6.23987296933471,"B"
9,5,"starvation",5.58148634739191,"A"
9,6,"control",10.1676542829543,"B"
9,6,"control",10.1864310819323,"C"
9,6,"control",10.8996356910926,"C"
9,6,"control",9.8836986931644,"C"
9,6,"control",10.5764981811805,"A"
9,6,"control",10.5185526762766,"A"
9,6,"control",10.6134642606398,"B"
9,6,"control",11.1299163425929,"C"
9,6,"control",10.6137451106434,"B"
9,6,"control",10.6223486233576,"B"
9,6,"half",7.62524468380201,"B"
9,6,"half",7.22846282853072,"A"
9,6,"half",7.26790477693871,"B"
9,6,"half",7.47847426420843,"B"
9,6,"half",6.76517378386046,"C"
9,6,"half",7.17850954666827,"A"
9,6,"half",7.04638825836905,"A"
9,6,"half",7.19502751691987,"C"
9,6,"half",6.94139424497153,"B"
9,6,"half",7.2330751155519,"B"
9,6,"starvation",3.70868584785498,"A"
9,6,"starvation",4.09040454622733,"C"
9,6,"starvation",4.23272645922027,"B"
9,6,"starvation",4.26454842240856,"B"
9,6,"starvation",4.65408542537939,"C"
9,6,"starvation",5.06123449271803,"C"
