"replicate","exp_day","treatment","trait"
9,1,"control",10.7869311508458
9,1,"half",10.3067043389715
9,1,"half",10.1842439541684
9,1,"half",10.3799990147135
9,1,"half",10.1997434144664
9,1,"half",10.7736579102665
9,1,"half",9.66158033957646
9,1,"half",9.86147816694974
9,1,"half",10.900900569978
9,1,"half",10.5109121248014
9,1,"half",10.5857983200058
9,1,"starvation",8.94502498335202
9,1,"starvation",9.15300327789789
9,1,"starvation",9.84485325633646
9,1,"starvation",9.75712799323085
9,1,"starvation",9.72747557789437
9,1,"starvation",10.2800367374653
9,1,"starvation",9.78873619964057
9,1,"starvation",10.269007910322
9,1,"starvation",9.62622426448295
9,1,"starvation",9.43416933555042
9,2,"control",11.1985533641545
9,2,"control",9.58720909245935
9,2,"control",9.70569314936479
9,2,"control",9.93446501350065
9,2,"control",9.90515408839324
9,2,"control",10.2697103000166
9,2,"control",10.5563107619432
9,2,"control",10.723926081119
9,2,"control",10.3247205506757
9,2,"control",11.2235684730268
9,2,"half",9.86118737039936
9,2,"half",10.2965019076873
9,2,"half",10.1120228809247
9,2,"half",9.47670042850032
9,2,"half",10.0838748717614
9,2,"half",9.10897961168695
9,2,"half",9.89678135670857
9,2,"half",10.2700265200557
9,2,"half",10.1768053099069
9,2,"half",9.44121343767523
9,2,"starvation",9.77712000867401
9,2,"starvation",8.87562915145127
9,2,"starvation",9.27029860350902
9,2,"starvation",8.98168699044412
9,2,"starvation",8.40004526567865
9,2,"starvation",8.53882571019752
9,2,"starvation",9.26423253683468
9,2,"starvation",9.05834514830541
9,2,"starvation",8.45936661864678
9,2,"starvation",8.72643801277048
9,3,"control",10.6956310967893
9,3,"control",10.5403612507042
9,3,"control",10.9612299098503
9,3,"control",10.3206861938614
9,3,"control",9.68476243103327
9,3,"control",11.2069102718828
9,3,"control",11.3879539170333
9,3,"control",10.0314207917123
9,3,"control",10.607738441134
9,3,"control",10.0792953727526
9,3,"half",9.95481557793763
9,3,"half",9.83926372031131
9,3,"half",10.3795608614118
9,3,"half",10.1608684665346
9,3,"half",9.50255802823153
9,3,"half",10.4041656996895
9,3,"half",9.86725192267619
9,3,"half",9.37328246430548
9,3,"half",9.62130602732063
9,3,"half",10.1451035348237
9,3,"starvation",8.04992574157071
9,3,"starvation",7.70430112387955
9,3,"starvation",8.06711239878384
9,3,"starvation",8.15566321837414
9,3,"starvation",8.5799754480285
9,3,"starvation",8.09129901662114
9,3,"starvation",8.2434972880195
9,3,"starvation",7.84621041337554
9,3,"starvation",7.97541280029485
9,3,"starvation",8.2662196479249
9,4,"control",10.7206555831395
9,4,"control",9.52891399149005
9,4,"control",10.690566759063
9,4,"control",10.0648221362294
9,4,"control",10.9991064031647
9,4,"control",10.8386783947437
9,4,"control",10.0608124523375
9,4,"control",10.5196437550609
9,4,"control",10.556922857851
9,4,"control",10.2974121052629
9,4,"half",9.56536564226295
9,4,"half",8.90576602794196
9,4,"half",9.60827631077485
9,4,"half",9.97098350882588
9,4,"half",10.3122580364748
9,4,"half",10.9599698104834
9,4,"half",9.9417864439009
9,4,"half",9.24039034726625
9,4,"half",9.18866513209183
9,4,"half",10.0469320542822
9,4,"starvation",7.22511107736027
9,4,"starvation",7.69743984904384
9,4,"starvation",7.46682497217632
9,4,"starvation",6.84711251902438
9,4,"starvation",7.47162345434184
9,4,"starvation",8.12186457542799
9,4,"starvation",7.35819682391447
9,4,"starvation",7.39328271947164
9,4,"starvation",7.21044916554419
9,4,"starvation",7.69788277830257
9,5,"control",10.0562170598904
9,5,"control",10.9050879281266
9,5,"control",10.2624512629658
9,5,"control",10.4062127606634
9,5,"control",10.4159464216353
9,5,"control",10.0176872175693
9,5,"control",10.6779769090274
9,5,"control",10.2250920298152
9,5,"control",9.81634251517927
9,5,"control",9.9007101423181
9,5,"half",9.76917627592272
9,5,"half",9.00501531613588
9,5,"half",9.53984033353916
9,5,"half",9.70009900129697
9,5,"half",9.53145161226687
9,5,"half",9.72175808801611
9,5,"half",9.5204624787711
9,5,"half",9.91276325553539
9,5,"half",9.52286560717805
9,5,"half",9.54569301831783
9,5,"starvation",5.32626493318371
9,5,"starvation",5.88954403034091
9,5,"starvation",6.27839959828188
9,5,"starvation",5.73135630584757
9,5,"starvation",5.92794909582747
9,5,"starvation",6.39719268835999
9,5,"starvation",6.83040874328751
9,5,"starvation",6.47652461294785
9,5,"starvation",6.60625333244068
9,5,"starvation",6.73132185280898
9,6,"control",9.84595956718164
9,6,"control",10.0073633943886
9,6,"control",10.7214530757223
9,6,"control",9.70533388807099
9,6,"control",11.1087313131648
9,6,"control",9.53136244693574
9,6,"control",10.5638693039092
9,6,"control",10.3199849884563
9,6,"control",9.8912581707577
9,6,"control",9.85208072963943
9,6,"half",9.34487107800208
9,6,"half",9.18617910374272
9,6,"half",9.14111337906506
9,6,"half",9.32103886075445
9,6,"half",8.94804844581182
9,6,"half",8.72689790091925
9,6,"half",9.30949037745396
9,6,"half",8.37421892222811
9,6,"half",9.16189884852456
9,6,"half",9.14891309341725
9,6,"starvation",6.10827129067772
9,6,"starvation",5.62814145670721
9,6,"starvation",5.55590893860382
9,6,"starvation",5.61212619058785
9,6,"starvation",5.5034253544046
9,6,"starvation",6.37261222214527
9,6,"starvation",5.5251122904012
9,6,"starvation",5.57146146341558
9,6,"starvation",6.39254549315615
9,6,"starvation",6.03527810229366
9,7,"control",10.0079219281135
9,7,"control",10.1219196497403
9,7,"control",10.4373651436154
9,7,"control",10.4496727611797
9,7,"control",9.98745526342847
9,7,"control",10.1445545874371
9,7,"control",9.81919913200145
9,7,"control",10.5909747661782
9,7,"control",9.92105478292287
9,7,"control",10.4882577643499
9,7,"half",8.71501093801579
9,7,"half",9.16779278603163
9,7,"half",8.96043319051057
9,7,"half",9.01254035803696
9,7,"half",9.16243841462838
9,7,"half",8.84059581509849
9,7,"half",8.68705310393222
9,7,"half",8.58604785130308
9,7,"half",8.75305756808554
9,7,"half",9.00189000445457
9,7,"starvation",4.56379988600081
9,7,"starvation",4.53608317162896
9,7,"starvation",4.35326025392873
9,7,"starvation",4.35116646210884
9,7,"starvation",4.43522877675526
9,7,"starvation",4.73038152247596
9,7,"starvation",5.56800746875493
9,7,"starvation",5.01218511749377
9,7,"starvation",4.75808065205138
9,7,"starvation",4.71592348822916
9,8,"control",10.2398377632075
9,8,"control",10.5816852764255
9,8,"control",10.3866029716897
9,8,"control",10.1694421544943
9,8,"control",11.3960652252577
9,8,"control",10.0744347647902
9,8,"control",9.78888929066535
9,8,"control",9.97898010102086
9,8,"control",10.2305869375602
9,8,"control",11.146200855718
9,8,"half",8.59842886030209
9,8,"half",8.83076586618248
9,8,"half",9.20291824876432
9,8,"half",9.18542458588147
9,8,"half",8.45336385094163
9,8,"half",8.29985311852567
9,8,"half",8.64152231839701
9,8,"half",9.38105632082355
9,8,"half",8.73811788106639
9,8,"half",8.78437775189098
9,8,"starvation",3.89659712842603
9,8,"starvation",4.56465126403366
9,8,"starvation",3.95061713576187
9,8,"starvation",4.1134852049775
9,8,"starvation",4.58749321480943
9,8,"starvation",4.20856972600422
9,8,"starvation",4.29903378895974
9,8,"starvation",3.99851433751574
9,8,"starvation",4.01931342623317
9,8,"starvation",3.43436728287607
9,9,"control",10.1438950251698
9,9,"control",10.0149254857549
9,9,"control",10.8136544531039
9,9,"control",10.0413212206496
9,9,"control",10.4211704932004
9,9,"control",10.0160777396468
9,9,"control",10.4301341064111
9,9,"control",9.81220201745706
9,9,"control",10.2753464150964
9,9,"control",9.8358441721774
9,9,"half",8.84652999343271
9,9,"half",8.58884645827964
9,9,"half",8.76133889138564
9,9,"half",8.25262859161637
9,9,"half",8.33748678503943
9,9,"half",8.98836753530625
9,9,"half",9.50846637961658
9,9,"half",9.06385794644863
9,9,"half",8.92201328190948
9,9,"half",8.24996938385759
9,9,"starvation",2.97233968329995
9,9,"starvation",3.41301512943965
9,9,"starvation",3.18238638605001
9,9,"starvation",3.21125259739727
9,9,"starvation",2.94916089611735
9,9,"starvation",3.00882414728292
9,9,"starvation",3.67396834538605
9,9,"starvation",3.03506397476112
9,9,"starvation",3.14049557490423
9,9,"starvation",2.81653341686651
9,10,"control",9.79062687269309
9,10,"control",9.90532387183051
9,10,"control",10.3877586177121
9,10,"control",10.911921781631
9,10,"control",9.92427071149736
9,10,"control",10.2904926447096
9,10,"control",10.0738820467861
9,10,"control",10.8474431985898
9,10,"control",10.210218851542
9,10,"control",10.888747594739
9,10,"half",7.45700029583991
9,10,"half",8.706758432011
9,10,"half",8.31211260911957
9,10,"half",8.22641726922198
9,10,"half",8.06178616054539
9,10,"half",8.02588021907911
9,10,"half",8.83719109075721
9,10,"half",8.9567155661404
9,10,"half",8.01180680883328
9,10,"half",8.75029069500424
9,10,"starvation",2.55946895076531
9,10,"starvation",1.55268615198204
9,10,"starvation",2.37825270935533
9,10,"starvation",1.82213593574608
9,10,"starvation",2.80393451359156
9,10,"starvation",1.67326277080551
9,10,"starvation",2.00719614714529
9,10,"starvation",1.62907314947589
9,10,"starvation",2.90135021384809
9,10,"starvation",2.32796461968241
10,0,"control",4.85324685702904
10,0,"control",5.3033987668113
10,0,"control",4.19652890357421
10,0,"control",4.79750957988364
10,0,"control",5.68147634411867
10,0,"control",4.4967835825385
10,0,"control",6.22547394961871
10,0,"control",3.95815827773227
10,0,"control",5.46897531790942
10,0,"control",5.28929715184056
10,0,"half",4.84641132732229
10,0,"half",5.06159702939477
10,0,"half",4.8289033034994
10,0,"half",4.75876618757186
10,0,"half",5.0210308114998
10,0,"half",5.87211363377599
10,0,"half",6.14554141428442
10,0,"half",5.53551180454899
10,0,"half",4.9067938169328
10,0,"half",5.08486122861536
10,0,"starvation",5.20026173098392
10,0,"starvation",4.95572598943205
10,0,"starvation",5.29572738214382
10,0,"starvation",5.29114264587116
10,0,"starvation",5.83268118618987
10,0,"starvation",5.0182609598399
10,0,"starvation",5.3632377678259
10,0,"starvation",4.7491585142305
10,0,"starvation",5.4870415577709
10,0,"starvation",4.09518812717389
10,1,"control",4.8449928691082
10,1,"control",5.04327809842258
10,1,"control",5.47428062746813
10,1,"control",4.14298535239436
10,1,"control",5.43494206020592
10,1,"control",5.08020662981594
10,1,"control",4.98302075762975
10,1,"control",4.45918885808272
10,1,"control",5.15720381491039
10,1,"control",4.67308697906617
10,1,"half",4.57193408815411
10,1,"half",4.66734431896668
10,1,"half",4.80501099090903
10,1,"half",4.6691322357043
10,1,"half",4.45906274907098
10,1,"half",5.00223132007358
10,1,"half",4.61290780235875
10,1,"half",4.69379374849253
10,1,"half",4.66900726777857
10,1,"half",5.06737330721002
10,1,"starvation",3.73349390764092
10,1,"starvation",4.47880649719893
10,1,"starvation",3.66634750166573
10,1,"starvation",4.16271173444173
10,1,"starvation",4.06203296060753
10,1,"starvation",4.26481430699823
10,1,"starvation",4.54224466245012
10,1,"starvation",4.26295781065102
10,1,"starvation",4.84519659724327
10,1,"starvation",4.20405118164347
10,2,"control",4.49591769357292
10,2,"control",4.83656449297128
10,2,"control",4.22042987258659
10,2,"control",5.05942182477116
10,2,"control",4.99683546186565
10,2,"control",4.05315928771973
10,2,"control",5.225029210069
10,2,"control",4.08307741812226
10,2,"control",4.71082431423531
10,2,"control",4.49798987287453
10,2,"half",3.92748479601827
10,2,"half",5.09258942756296
10,2,"half",4.87811104481974
10,2,"half",4.31373269162786
10,2,"half",4.14848263186499
10,2,"half",5.20688250951205
10,2,"half",5.32907706198812
10,2,"half",4.66295147590504
10,2,"half",4.54642335385259
10,2,"half",4.86019754148818
10,2,"starvation",3.01403247852941
10,2,"starvation",3.7276074092624
10,2,"starvation",3.47097701400904
10,2,"starvation",3.90738635104855
10,2,"starvation",3.75985942300256
10,2,"starvation",2.91487304245559
10,2,"starvation",3.00605495473077
10,2,"starvation",3.45958275839881
10,2,"starvation",2.54304674775126
10,2,"starvation",3.08808540701636
10,3,"control",5.27201390693804
10,3,"control",5.35973990859221
10,3,"control",5.23348325848182
10,3,"control",5.53395678072862
10,3,"control",5.15610894429891
10,3,"control",4.81114276974154
10,3,"control",5.59616754983291
10,3,"control",5.13829648635216
10,3,"control",5.75614492778037
10,3,"control",5.15094372750339
10,3,"half",4.30073773858427
10,3,"half",4.20465300597732
10,3,"half",4.74887240380202
10,3,"half",4.20676020680783
10,3,"half",4.23771864498078
10,3,"half",4.53297014082999
10,3,"half",4.33756704939271
10,3,"half",4.12136688023497
10,3,"half",3.76535586240157
10,3,"half",4.5608022867038
10,3,"starvation",2.08613046720299
10,3,"starvation",2.471526198075
10,3,"starvation",2.55508679855481
10,3,"starvation",3.15807474995543
10,3,"starvation",2.24012754739285
10,3,"starvation",2.95792678239923
10,3,"starvation",3.16556896642081
10,3,"starvation",2.48331373286868
10,3,"starvation",2.49646206565777
10,3,"starvation",2.64020934902396
10,4,"control",4.83643306647258
10,4,"control",4.2276841255374
10,4,"control",4.87713657046266
10,4,"control",4.36258226521689
10,4,"control",5.67611973298072
10,4,"control",4.97760222355583
10,4,"control",4.60070503019119
10,4,"control",4.77708724509607
10,4,"control",4.8759833239682
10,4,"control",5.28225585181067
10,4,"half",4.05480670675771
10,4,"half",3.60625823866711
10,4,"half",2.99403553279153
10,4,"half",4.80127887928844
10,4,"half",3.73197739080374
10,4,"half",4.55407509157669
10,4,"half",4.04581423356278
10,4,"half",4.8732860906067
10,4,"half",4.55200437778034
10,4,"half",4.27595219577514
10,4,"starvation",1.24706465185592
10,4,"starvation",1.65175480309258
10,4,"starvation",2.07096023519808
10,4,"starvation",1.39609106712863
10,4,"starvation",1.5558411319328
10,4,"starvation",1.60126207075222
10,4,"starvation",1.88776794513035
10,4,"starvation",1.49254023185875
10,4,"starvation",1.86104121917914
10,4,"starvation",2.33811106209656
10,5,"control",4.2468208699039
10,5,"control",5.30699694839986
10,5,"control",4.71841583354934
10,5,"control",5.04536574384707
10,5,"control",5.59087366918773
10,5,"control",5.08058792544732
10,5,"control",5.09176145543507
10,5,"control",5.41967807179005
10,5,"control",5.14942733529064
10,5,"control",4.91623948107628
10,5,"half",4.15156276751485
10,5,"half",4.18386904887492
10,5,"half",4.19399023010272
10,5,"half",4.31143628072877
10,5,"half",4.24345368271283
10,5,"half",4.17506405419927
10,5,"half",3.78712929790876
10,5,"half",3.49671717766852
10,5,"half",4.11116646504276
10,5,"half",4.80538763557959
10,5,"starvation",0.777135980931758
10,5,"starvation",0.944746107273805
10,5,"starvation",0.431234470659664
10,5,"starvation",0.751842063401243
10,5,"starvation",0.502564746201825
10,5,"starvation",1.05123869164029
10,5,"starvation",1.21436682437646
10,5,"starvation",1.17198321789801
10,5,"starvation",0.433474912124392
10,5,"starvation",1.13559403887395
10,6,"control",5.75323987696127
10,6,"control",5.12225436301398
10,6,"control",4.63738285300115
10,6,"control",4.06572522692194
10,6,"control",5.13105703170434
10,6,"control",4.62620526852277
10,6,"control",4.88171675316365
10,6,"control",5.06074270949839
10,6,"control",4.97913891557107
10,6,"control",5.11370739256909
10,6,"half",4.50790252404488
10,6,"half",3.21687838884281
10,6,"half",4.08232212968699
10,6,"half",3.21498217453642
10,6,"half",3.20425987207914
10,6,"half",3.88306398204332
10,6,"half",3.89252340949439
10,6,"half",3.88334614989956
10,6,"half",3.34433239834225
10,6,"half",3.91332454549581
10,6,"starvation",1.11088055483666
10,6,"starvation",0.331899445892108
10,6,"starvation",0.108681756798569
10,6,"starvation",-0.0367089079567773
10,6,"starvation",0.222673096843627
10,6,"starvation",0.43111846943334
10,6,"starvation",-0.102007000277511
10,6,"starvation",0.634151187531951
10,6,"starvation",0.34096257555839
10,6,"starvation",0.0792926911178933
10,7,"control",4.65352043135342
10,7,"control",5.3148387722871
10,7,"control",5.045544189372
10,7,"control",4.71134229004677
10,7,"control",4.10280919705696
10,7,"control",5.1256643066175
10,7,"control",5.07836131853503
10,7,"control",5.18936800356775
10,7,"control",5.81642906526364
10,7,"control",5.29148100021531
10,7,"half",3.45959611824125
10,7,"half",3.88962872373467
10,7,"half",3.59598043815947
10,7,"half",3.8159796286944
10,7,"half",3.47284732081073
10,7,"half",3.56762147102825
10,7,"half",3.61330723789737
10,7,"half",3.79021618738618
10,7,"half",4.32441466796704
10,7,"half",3.22199579702125
10,7,"starvation",-0.86927853928547
10,7,"starvation",-0.441958960576665
10,7,"starvation",-0.600609693695438
10,7,"starvation",-0.744637074311212
10,7,"starvation",-0.571963536293744
10,7,"starvation",-0.453594106460161
10,7,"starvation",-0.919467623741202
10,7,"starvation",-0.0917567341376655
10,7,"starvation",0.105584959013258
10,7,"starvation",0.0452945679150316
10,8,"control",5.49878345417996
10,8,"control",5.34765313853478
10,8,"control",5.19369423608289
10,8,"control",4.57895356982147
10,8,"control",5.52819166362373
10,8,"control",4.66582043969126
10,8,"control",5.1882474026564
10,8,"control",4.38367120885823
10,8,"control",5.27083124869314
10,8,"control",5.14908325581539
10,8,"half",3.00359596634202
10,8,"half",3.58267011735248
10,8,"half",3.44512378941954
10,8,"half",3.0701023634819
10,8,"half",3.16974392494842
10,8,"half",3.81766175860044
10,8,"half",3.16194820559109
10,8,"half",3.11782988205305
10,8,"half",2.37270662065601
10,8,"half",3.72728323913231
10,8,"starvation",-1.31834850372023
10,8,"starvation",-1.38657930411629
10,8,"starvation",-1.69002353989535
10,8,"starvation",-1.55023443090651
10,8,"starvation",-1.62209394669615
10,8,"starvation",-1.91303774658946
10,8,"starvation",-2.04656508816718
10,8,"starvation",-1.77643285558029
10,8,"starvation",-1.4834074564841
10,8,"starvation",-1.51268465814731
10,9,"control",4.51965714228592
10,9,"control",4.97980092774443
10,9,"control",5.47057811640543
10,9,"control",5.14225788546492
10,9,"control",4.72267584269131
10,9,"control",5.32921010761031
10,9,"control",5.39181077155214
10,9,"control",4.25178929130928
10,9,"control",4.71339302064575
10,9,"control",4.78449159218884
10,9,"half",2.67968926389541
10,9,"half",3.41047874812958
10,9,"half",3.18944228417738
10,9,"half",3.11506091171064
10,9,"half",3.33103825484894
10,9,"half",3.45354284105699
10,9,"half",3.4175213000147
10,9,"half",3.23869687573985
10,9,"half",2.6435141183783
10,9,"half",3.36737602117153
10,9,"starvation",-2.43700479722005
10,9,"starvation",-2.52884987565209
10,9,"starvation",-2.16604020640715
10,9,"starvation",-1.76936863115605
10,9,"starvation",-2.14250184152365
10,9,"starvation",-2.63444757000644
10,9,"starvation",-2.67722605506324
10,9,"starvation",-2.19694615587564
10,9,"starvation",-1.91433427581372
10,9,"starvation",-2.27021468169567
10,10,"control",4.95927435613867
10,10,"control",3.99446611293874
10,10,"control",4.95683558016272
10,10,"control",5.21721901052327
10,10,"control",4.49938191369472
10,10,"control",5.45159196345296
10,10,"control",4.91146346986176
10,10,"control",4.87516847810413
10,10,"control",5.14939780503859
10,10,"control",5.10918293242787
10,10,"half",3.08015239687145
10,10,"half",3.8637486725306
10,10,"half",3.0479242937501
10,10,"half",2.87280507651554
10,10,"half",3.13504527418417
10,10,"half",1.85694662662569
10,10,"half",2.81403858988054
10,10,"half",3.20847458950201
10,10,"half",3.29995286271487
10,10,"half",2.48553093441532
10,10,"starvation",-2.91221619150196
10,10,"starvation",-2.91736713653316
10,10,"starvation",-3.11374889046867
10,10,"starvation",-3.49135275948324
10,10,"starvation",-2.71872164159956
10,10,"starvation",-3.57579783772344
10,10,"starvation",-1.71185578084897
10,10,"starvation",-3.08057654289391
10,10,"starvation",-2.89615364312238
10,10,"starvation",-2.61918931794122
